Unnamed: 0.1,Unnamed: 0,id,tweet_text,Sentiment,Sentiment2,Sentiment3,majority_sentiment,cleaned_text,hashtags,users_mentioned,processed_text
39,39,38650,"Herzlichen Gruß aus Berlin und alles Gute für die neue Kollegin Katrin Fedrowitz. Martin Habersaat @martinhabersaat  · 27. Okt. 2021 Einen zauberhaften guten Morgen aus Kiel. Landtag 1/3. Es geht u.a. um biologische Vielfalt, den Landesentwicklungplan und die Zukunft der #Krankenhausplanung in Schleswig-Holstein. Für @Ralf_Stegner rückte Katrin Fedrowitz nach. Willkommen! 6 1 14",1,1,1,1,herzlichen gruß aus berlin und alles gute für die neue kollegin katrin fedrowitz martin habersaat okt einen zauberhaften guten morgen aus kiel landtag es geht u a um biologische vielfalt den landesentwicklungplan und die zukunft der #krankenhausplanung in schleswig holstein für rückte katrin fedrowitz nach willkommen,['#krankenhausplanung'],"['martinhabersaat', 'ralf_stegner']",gruß berlin kollegin katrin fedrowitz martin habersaat okt zauberhaften kiel landtag u biologische vielfalt landesentwicklungplan zukunft schleswig holstein rückte katrin fedrowitz willkommen
40,40,6789,"Die #Pressefreiheit gerät immer stärker unter Druck, von Quernichtdenkern in Deutschland und autoritären Herrschern wie Erdogan, Putin, Orban & Co im Ausland. Freie & kritische Presse ist leider nie selbstverständlich, wir müssen für sie kämpfen! 128 174 1.549",2,2,3,2,die #pressefreiheit gerät immer stärker unter druck von quernichtdenkern in deutschland und autoritären herrschern wie erdogan putin orban co im ausland freie kritische presse ist leider nie selbstverständlich wir müssen für sie kämpfen,['#pressefreiheit'],[],gerät stärker druck quernichtdenkern deutschland autoritären herrschern erdogan putin orban ausland freie kritische presse leider nie selbstverständlich kämpfen
41,41,37711,"Manche verweisen auf polit. Achterbahnprinzip  (zu Guttenberg, Wulf, Schulz,Habeck, Spahn, Söder…)oder werfen   @diegruenen  Wehleidigkeit bei  @ABaerbock  vor. Andere argumentieren mit Fehlern der Konkurrenz. Insgesamt wäre es besser,Programme+ Kanzlertauglichkeit zu vergleichen. 37 3 17",2,2,2,2,manche verweisen auf polit achterbahnprinzip zu guttenberg wulf schulz habeck spahn söder oder werfen wehleidigkeit bei vor andere argumentieren mit fehlern der konkurrenz insgesamt wäre es besser programme kanzlertauglichkeit zu vergleichen,[],"['diegruenen', 'abaerbock']",verweisen polit achterbahnprinzip guttenberg wulf schulz habeck spahn söder werfen wehleidigkeit argumentieren fehlern konkurrenz insgesamt wäre besser programme kanzlertauglichkeit vergleichen
42,42,40144,"REWE führt #Fleischprodukte mit 50 % #Gemüse ein | top agrar online ( #Haltungskennzeichnung ? + der Wettbewerb wird schärfer) topagrar.com REWE führt Fleischprodukte mit 50 % Gemüse ein Rinderhackfleisch und Bratwürste der Marke Wilhelm Brandenburg, wo nur noch die Hälfte Fleisch drin ist, gibt es jetzt bei Rewe. Bei den Wurstwaren will der Händler auch bald nachlegen. 17 8 45",3,3,3,3,rewe führt #fleischprodukte mit #gemüse ein top agrar online #haltungskennzeichnung der wettbewerb wird schärfer topagrar com rewe führt fleischprodukte mit gemüse ein rinderhackfleisch und bratwürste der marke wilhelm brandenburg wo nur noch die hälfte fleisch drin ist gibt es jetzt bei rewe bei den wurstwaren will der händler auch bald nachlegen,"['#fleischprodukte', '#gemüse', '#haltungskennzeichnung']",[],rewe führt top agrar online wettbewerb schärfer topagrar rewe führt fleischprodukte gemüse rinderhackfleisch bratwürste marke wilhelm brandenburg hälfte fleisch drin rewe wurstwaren händler bald nachlegen
43,43,9246,"Der Einzige, der keine Buhrufe abbekommt, ist Klaus Lederer (Linke). „Stinksauer“ sei er über das „Union Busting“ und die „Verarsche“ seitens der Vivantes-Klinikleitung, erklärt er. „Wir sind der Eigentümer, verdammte Scheiße!“, ruft Lederer ins Mikrofon. taz.de Arbeitskampf des Klinikpersonals: Vivantes bestreikt Rot-Rot-Grün Der verkorkste Beginn der Streiks bei den landeseigenen Kliniken zeigt: Auf Berlin kommt wohl ein mit allen Mitteln geführter Arbeitskampf zu. 3 23 72",2,2,2,2,der einzige der keine buhrufe abbekommt ist klaus lederer linke stinksauer sei er über das union busting und die verarsche seitens der vivantes klinikleitung erklärt er wir sind der eigentümer verdammte scheiße ruft lederer ins mikrofon taz de arbeitskampf des klinikpersonals vivantes bestreikt rot rot grün der verkorkste beginn der streiks bei den landeseigenen kliniken zeigt auf berlin kommt wohl ein mit allen mitteln geführter arbeitskampf zu,[],[],einzige buhrufe abbekommt klaus lederer linke stinksauer sei union busting verarsche seitens vivantes klinikleitung erklärt eigentümer verdammte scheiße ruft lederer mikrofon taz arbeitskampf klinikpersonals vivantes bestreikt rot rot grün verkorkste beginn streiks landeseigenen kliniken berlin wohl mitteln geführter arbeitskampf
44,44,17773,"Khalid kommt aus Syrien, lebt seit eineinhalb Jahren in #Karatepe und ist auf einen Rollstuhl angewiesen. Es gibt im Camp fast nur Schotterwege und nur wenige Behindertentoiletten, wenn er zur Toilette muss, muss er zwei Menschen fragen, ob sie helfen können. #lesbos #linke 12 28 139",2,2,3,2,khalid kommt aus syrien lebt seit eineinhalb jahren in #karatepe und ist auf einen rollstuhl angewiesen es gibt im camp fast nur schotterwege und nur wenige behindertentoiletten wenn er zur toilette muss muss er zwei menschen fragen ob sie helfen können #lesbos #linke,"['#karatepe', '#lesbos', '#linke']",[],khalid syrien lebt eineinhalb rollstuhl angewiesen camp fast schotterwege wenige behindertentoiletten toilette zwei menschen fragen helfen
45,45,24580,"Kann die Wut, das Unverständnis & die Müdigkeit von allen verstehen, die sich seit fast 2 Jahren zamreißen. Schutzmaßnahmen wurden von Söder-Regierung erneut nicht rechtzeitig ergriffen: Impfzentren wurden runtergefahren, Schulen nicht gut ausgestattet  & Impfquote ist miserabel. 21 25 180",2,2,2,2,kann die wut das unverständnis die müdigkeit von allen verstehen die sich seit fast jahren zamreißen schutzmaßnahmen wurden von söder regierung erneut nicht rechtzeitig ergriffen impfzentren wurden runtergefahren schulen nicht gut ausgestattet impfquote ist miserabel,[],[],wut unverständnis müdigkeit verstehen fast zamreißen schutzmaßnahmen wurden söder regierung erneut rechtzeitig ergriffen impfzentren wurden runtergefahren schulen ausgestattet impfquote miserabel
46,46,37164,"Laschets Maaßen-Problem : Am Ende der Ära Merkel driftet die CDU auseinander - Politik - Tagesspiegel tagesspiegel.de Am Ende der Ära Merkel driftet die CDU auseinander Umfragen im Keller, Differenzen mit der Basis in Thüringen. Das Comeback des Ex-Verfassungsschutzchefs Maaßen zeigt auch Autoritätsprobleme des CDU-Chefs. 25 2 13",2,2,2,2,laschets maaßen problem am ende der ära merkel driftet die cdu auseinander politik tagesspiegel tagesspiegel de am ende der ära merkel driftet die cdu auseinander umfragen im keller differenzen mit der basis in thüringen das comeback des ex verfassungsschutzchefs maaßen zeigt auch autoritätsprobleme des cdu chefs,[],[],laschets maaßen problem ende ära merkel driftet cdu auseinander politik tagesspiegel tagesspiegel ende ära merkel driftet cdu auseinander umfragen keller differenzen basis thüringen comeback ex verfassungsschutzchefs maaßen autoritätsprobleme cdu chefs
47,47,26487,"Heute vor 20 Jahren las ich zu allererst auf  @spiegelonline , dass ein Flugzeug in the #TwinTowers in #NewYork geflogen war. Danach stand ich stundenlang fassungslos und mit wachsenden Entsetzen vor dem Radio, später vor einem Fernseher irgendwo in Köln. #11september2001 3 7 95",2,2,2,2,heute vor jahren las ich zu allererst auf dass ein flugzeug in the #twintowers in #newyork geflogen war danach stand ich stundenlang fassungslos und mit wachsenden entsetzen vor dem radio später vor einem fernseher irgendwo in köln # september,"['#twintowers', '#newyork', '#11september2001']",['spiegelonline'],las allererst flugzeug geflogen danach stand stundenlang fassungslos wachsenden entsetzen radio später fernseher irgendwo köln september
49,49,6058,"„Wir müssen überall da besser werden, wo wir sehen, dass etwas nicht funktioniert hat“, sagt  @ArminLaschet  gegenüber der  @AZ_Augsburg . #Modernisierungsjahrzehnt  Das ganze Interview gibt es hier:  https://t1p.de/7xxt 156 42 115",3,4,3,3,wir müssen überall da besser werden wo wir sehen dass etwas nicht funktioniert hat sagt gegenüber der #modernisierungsjahrzehnt das ganze interview gibt es hier,['#modernisierungsjahrzehnt'],"['arminlaschet', 'az_augsburg']",überall besser sehen funktioniert gegenüber ganze interview
50,50,13032,"Vor 4 Jahren hat die NRW-Koalition den Politikwechsel eingeleitet. Seitdem modernisieren wir das Land. Damit ist #NRW Vorbild. Werden hier weiter konzentriert zusammenarbeiten - und auch auf Bundesebene werben wir dafür, dass wir als #FDP eine Politik der Erneuerung mitgestalten! 45 31 178",1,1,1,1,vor jahren hat die nrw koalition den politikwechsel eingeleitet seitdem modernisieren wir das land damit ist #nrw vorbild werden hier weiter konzentriert zusammenarbeiten und auch auf bundesebene werben wir dafür dass wir als #fdp eine politik der erneuerung mitgestalten,"['#nrw', '#fdp']",[],nrw koalition politikwechsel eingeleitet seitdem modernisieren land vorbild konzentriert zusammenarbeiten bundesebene werben politik erneuerung mitgestalten
51,51,13812,"Kein Schulessen, kaum Job-Chance, geschlossene Hilfsangebote - Corona ist für #Hartz4-Familien existenzbedrohend. Union + SPD müssen Vorwahlkampf hinten anstellen und heute für verlässlichen ausreichenden Krisenaufschlag sorgen. Die finanziellen Spielräume dafür haben wir. 65 51 361",2,2,2,2,kein schulessen kaum job chance geschlossene hilfsangebote corona ist für #hartz familien existenzbedrohend union spd müssen vorwahlkampf hinten anstellen und heute für verlässlichen ausreichenden krisenaufschlag sorgen die finanziellen spielräume dafür haben wir,['#hartz4'],[],schulessen kaum job chance geschlossene hilfsangebote corona familien existenzbedrohend union spd vorwahlkampf hinten anstellen verlässlichen ausreichenden krisenaufschlag sorgen finanziellen spielräume
52,52,7730, Jetzt LIVE - Pressestatement zu den Ergebnissen der Vorsondierungen mit CSU-Chef  @Markus_Soeder .  Hier geht‘s zum Stream: youtube.com Pressestatement des Parteivorsitzenden Markus Söder 3 3 15,3,3,3,3,jetzt live pressestatement zu den ergebnissen der vorsondierungen mit csu chef hier geht s zum stream youtube com pressestatement des parteivorsitzenden markus söder,[],['markus_soeder'],pressestatement ergebnissen vorsondierungen csu chef stream youtube pressestatement parteivorsitzenden markus söder
53,53,44959," Morgen, Samstag, 24. April 2021 Infostand in Gera  Wir freuen uns! #AfD #wirholendasDirektmandat #Gera #Greiz #AltenburgerLand #WK194 #Berlin #Bundestag #Brandner 37 35 123",1,1,1,1,morgen samstag april infostand in gera wir freuen uns #afd #wirholendasdirektmandat #gera #greiz #altenburgerland #wk #berlin #bundestag #brandner,"['#afd', '#wirholendasdirektmandat', '#gera', '#greiz', '#altenburgerland', '#wk194', '#berlin', '#bundestag', '#brandner']",[],samstag april infostand gera freuen
55,55,38974,"Allerdings wird es kaum eine politische Schonfrist geben, allzu drängend sind die politischen Herausforderungen und Krisen: Corona-Pandemie, Klimawandel, Digitalisierung, demografische Entwicklung, internationale Krisenherde und Globalisierung…. 6 1 7",2,2,3,2,allerdings wird es kaum eine politische schonfrist geben allzu drängend sind die politischen herausforderungen und krisen corona pandemie klimawandel digitalisierung demografische entwicklung internationale krisenherde und globalisierung,[],[],allerdings kaum politische schonfrist geben allzu drängend politischen herausforderungen krisen corona pandemie klimawandel digitalisierung demografische entwicklung internationale krisenherde globalisierung
61,61,5486,"Herzlichen Glückwunsch, Mr. President!  @JoeBiden Es liegen große Aufgaben vor Ihnen. Sie werden das Land wieder einen. Sie werden das Verbindende in den Vordergrund stellen und ihr Amt mit Anstand, Würde, Heilung und Liebe ausüben.  #InaugurationDay  https://cdu.de/artikel/biden-werde-praesident-aller-amerikaner-sein… 59 36 299",1,1,1,1,herzlichen glückwunsch mr president es liegen große aufgaben vor ihnen sie werden das land wieder einen sie werden das verbindende in den vordergrund stellen und ihr amt mit anstand würde heilung und liebe ausüben #inaugurationday,['#inaugurationday'],['joebiden'],mr president liegen große aufgaben land verbindende vordergrund stellen amt anstand heilung liebe ausüben
62,62,41749,Die Ergebnisse unser  @csu_bt -Klausurtagung gibt es unter http://richtung21.de #RICHTUNG21 richtung21.de Richtung 21 Startseite - Richtung21 9 5 6,3,3,3,3,die ergebnisse unser klausurtagung gibt es unter #richtung richtung de richtung startseite richtung,['#richtung21'],['csu_bt'],ergebnisse klausurtagung richtung richtung startseite richtung
63,63,22638,"Ein wichtiger Schritt. Kritik im Netz ist richtig und notwendig, auch in jeder Schärfe. Aber Aufrufe zur Gewalt, Drohungen, Antisemitismus und Hassbotschaften müssen gesperrt werden. Sie haben für die Betroffenen unmittelbare Konsequenzen und sind keine Kavaliersdelikte. DieInsider @Die_Insider  · 8. Juni Antisemit Hildmann auf Telegram gesperrt!   #Ausgehetzt #WirGegenHass #DieInsider @Volksverpetzer   https://volksverpetzer.de/social-media/antisemit-hildmann-telegram/… Diesen Thread anzeigen 112 152 3.667",2,2,3,2,ein wichtiger schritt kritik im netz ist richtig und notwendig auch in jeder schärfe aber aufrufe zur gewalt drohungen antisemitismus und hassbotschaften müssen gesperrt werden sie haben für die betroffenen unmittelbare konsequenzen und sind keine kavaliersdelikte dieinsider juni antisemit hildmann auf telegram gesperrt #ausgehetzt #wirgegenhass #dieinsider diesen thread anzeigen,"['#ausgehetzt', '#wirgegenhass', '#dieinsider']","['die_insider', 'volksverpetzer']",wichtiger schritt kritik netz richtig notwendig schärfe aufrufe gewalt drohungen antisemitismus hassbotschaften gesperrt betroffenen unmittelbare konsequenzen kavaliersdelikte dieinsider antisemit hildmann telegram gesperrt
64,64,14999,"Austritt aus der #IstanbulKonvention, Beantragung des HDP-Verbots: Der türkische Präsident Erdogan setzt seinen anti-demokratischen Kurs fort.  Deshalb haben wir eine #AktuelleStunde zur Menschenrechtslage in der Türkei beantragt. @BriHasselmann  dazu: gruene-bundestag.de Grüne beantragen Aktuelle Stunde zur Menschenrechtslage in der Türkei Der türkische Präsident Erdogan setzt seinen anti-demokratischen Kurs fort. Mit der Beantragung des HDP-Verbots durch die von Erdogan gelenkte Justiz sowie dem Austritt aus der Istanbul-Konvention... 16 25 108",2,2,3,2,austritt aus der #istanbulkonvention beantragung des hdp verbots der türkische präsident erdogan setzt seinen anti demokratischen kurs fort deshalb haben wir eine #aktuellestunde zur menschenrechtslage in der türkei beantragt dazu gruene bundestag de grüne beantragen aktuelle stunde zur menschenrechtslage in der türkei der türkische präsident erdogan setzt seinen anti demokratischen kurs fort mit der beantragung des hdp verbots durch die von erdogan gelenkte justiz sowie dem austritt aus der istanbul konvention,"['#istanbulkonvention', '#aktuellestunde']",['brihasselmann'],austritt beantragung hdp verbots türkische präsident erdogan setzt anti demokratischen kurs fort deshalb menschenrechtslage türkei beantragt gruene bundestag grüne beantragen aktuelle stunde menschenrechtslage türkei türkische präsident erdogan setzt anti demokratischen kurs fort beantragung hdp verbots erdogan gelenkte justiz sowie austritt istanbul konvention
